name,subType,budgetType,project,plan,department,division,page,value,id
"(4) เงินสมทบกองทุนเงินทดแทน
",2.1 ค่าตอบแทน ใช้สอยและวัสดุ,2. งบดำเนินงาน,"รายการบุคลากรภาครัฐ
","7.1 แผนงานบุคลากรภาครัฐ
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,32,37700,1_32_11
"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
",รวม,รวม,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,936731100,1_35_0
1. งบดำเนินงาน,รวม,รวม,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,211176500,1_35_1
1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,48544000,1_35_2
"(1) รายการไม่ผูกพัน
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,47879800,1_35_3
"(1) ค่าตอบแทนการปฏิบัติงานนอกเวลาราชการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,1649600,1_35_4
"(2) ค่าตอบแทนผู้ปฏิบัติงานให้ราชการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,582000,1_35_5
"(3) ค่าเบี้ยประชุมกรรมการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,950100,1_35_6
"(4) ค่าตอบแทนเหมาจ่ายแทนการจัดหารถประจำตำแหน่ง
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,4994400,1_35_7
"(5) ค่าเบี้ยเลี้ยง ที่พักและพาหนะ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,2000700,1_35_8
"(6) ค่าซ่อมแซมยานพาหนะและขนส่ง
d
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,564700,1_35_9
"(7) ค่าซ่อมแซมทรัพย์สิน
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,15102000,1_35_10
"(8) ค่าจ้างเหมาบริการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,10546400,1_35_11
"(9) ค่าใช้จ่ายในการสัมมนาและฝึกอบรม
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,821400,1_35_12
"(10) ค่ารับรองและพิธีการ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,1484200,1_35_13
"(11) ค่าภาษีและค่าธรรมเนียม
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,719500,1_35_14
"(12) เงินรางวัลเจ้าหน้าที่
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,213500,1_35_15
"(13) วัสดุสำนักงาน
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,2800000,1_35_16
"(14) วัสดุเชื้อเพลิงและหล่อลื่น
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,1013300,1_35_17
"(15) วัสดุหนังสือ วารสาร และตำรา
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,750000,1_35_18
"(16) วัสดุคอมพิวเตอร์
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,3000000,1_35_19
"(17) วัสดุยานพาหนะและขนส่ง
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,580000,1_35_20
"(18) วัสดุงานบ้านและงานครัว
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,108000,1_35_21
"(2) ค่าเช่ารถยนต์ 4 คัน
บ บ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,664200,1_35_22
"วงเงินทั้งสิ้น
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,4428000,1_35_23
"ปี 2564 ตั้งงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,664200,1_35_24
"ปี 2565 ผูกพันงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,885600,1_35_25
"ปี 2566 ผูกพันงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,885600,1_35_26
"ปี 2567 - 2569 ผูกพันงบประมาณ
",1.1 ค่าตอบแทน ใช้สอยและวัสดุ,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,1992600,1_35_27
1.2 ค่าสาธารณูปโภค,1.2 ค่าสาธารณูปโภค,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,162632500,1_35_28
"(1) ค่าไฟฟ้า
",1.2 ค่าสาธารณูปโภค,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,10630300,1_35_29
"(2) ค่าประปา
",1.2 ค่าสาธารณูปโภค,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,2010000,1_35_30
"(3) ค่าโทรศัพท์
",1.2 ค่าสาธารณูปโภค,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,1600000,1_35_31
"(4) ค่าไปรษณีย์
",1.2 ค่าสาธารณูปโภค,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,400000,1_35_32
"(5) ค่าบริการสื่อสารและโทรคมนาคม
",1.2 ค่าสาธารณูปโภค,1. งบดำเนินงาน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,147992200,1_35_33
2. งบลงทุน,รวม,รวม,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,708252000,1_35_34
2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,708252000,1_35_35
"2.1.1 ค่าที่ดินและสิ่งก่อสร้าง
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,708252000,1_35_36
"2.1.1.1 ค่าก่อสร้างอาคารที่ทำการและสิ่งก่อสร้างประกอบ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,323232000,1_35_37
"(1) ค่าก่อสร้างอาคารที่ทำการใหม่กระทรวงการคลัง แขวงสามเสนใน
เขตพญาไท กรุงเทพมหานคร 1 แห่ง
น
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,323232000,1_35_38
"วงเงินทั้งสิ้น
บ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,1679302600,1_35_39
"ปี 2559 - 2561 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,376824000,1_35_40
"ปี 2552 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,339528000,1_35_41
"ปี 2563 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,639718600,1_35_42
"ปี 2564 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,323232000,1_35_43
"2.1.1.2 ค่าก่อสร้างอื่นๆ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,385020000,1_35_44
"(1) โครงการก่อสร้างตกแต่งภายในอาคารที่ทำการใหม่กระทรวงการคลัง
แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 1 โครงการ
ะ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,372000000,1_35_45
"วงเงินทั้งสิ้น
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,930000000,1_35_46
"ปี 2564 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,372000000,1_35_47
"ปี 2565 ผูกพันงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,558000000,1_35_48
"(2) ค่าควบคุมงานโครงการก่อสร้างตกแต่งภายในอาคารที่ทำการใหม่
กระทรวงการคลัง แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 1 โครงการ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,13020000,1_35_49
"วงเงินทั้งสิ้น
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,32550000,1_35_50
"ปี 2564 ตั้งงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,13020000,1_35_51
"ปี 2565 ผูกพันงบประมาณ
",2.1 ค่าครุภัณฑ์ ที่ดินและสิ่งก่อสร้าง,2. งบลงทุน,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,19530000,1_35_52
3. งบรายจ่ายอื่น,รวม,รวม,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,17302600,1_35_53
"1) ค่าใช้จ่ายในการเจรจาและประชุมนานาชาติ
",รวม,3. งบรายจ่ายอื่น,"ผลผลิต : การบริหารจัดการ การติดตามและการประเมินผลการ
ปฏิบัติราชการของหน่วยงานในกำกับ
","7.2 แผนงานพื้นฐานด้านการสร้างความสามารถในการแข่งขัน
",กระทรวงการคลัง,สำนักงานปลัดกระทรวงการคลัง,35,9574400,1_35_54
